review_text,rating,summary_text,text_length,clean_review,clean_length
"Popped it into a Surface laptop/tablet. It worked straight way.Little card has a big memory by today's standards. But in the morrow of the future it won't bemuch space. For now, this is the maximum space for a MicroSDHC card. There ain't no card bigger than this. There ain't no 128 or 256 Gbs MicroSDHC card.Good deal. Fast arrival.What more can I write.",5.0,64Gbs MicroSHDC card,63,popped surface laptoptablet worked straight waylittle card big memory todays standards morrow future wont bemuch space maximum space microsdhc card aint card bigger aint gbs microsdhc cardgood deal fast arrivalwhat write,31
Fast! Reliable! Huge storage. Already own 2 for my mobile devices. Transfer speeds are awesome. No problems to date. Great buy.,5.0,Great buy,21,fast reliable huge storage already mobile devices transfer speeds awesome problems date great buy,14
I have used SanDisk memory cards in the past and never had a problem with them so it is worthwhile to buy a brand name.,5.0,Great stable product,25,used sandisk memory cards past never problem worthwhile buy brand name,11
"I purchased this to wxpand the memory in my Asus T100 hybrid windows 8.1 laptop/tablet. It came very quickly and in the easy open package (I hate plastic bublbe packaging). When it arrived I put it in the micro sd slot on my tablet and it just worked.  I got it when it was on sale, so it was a great value too.",5.0,Great Micros SD card,63,purchased wxpand memory asus hybrid windows laptoptablet came quickly easy open package hate plastic bublbe packaging arrived put micro sd slot tablet worked got sale great value,27
THE SANDISK ULTRS 64 GB MICROSDXC CLASS 10 UHS-1 MEMORY CARD WORK GOOD IN MY ATIV SMART 500T SAMSUNG WITH ADAPTER,4.0,SANDICK,21,sandisk ultrs gb microsdxc class uhs memory card work good ativ smart samsung adapter,14
This is what you need for the external storage for any of the new Smart Phones or qny other compatible device.,5.0,Best for the Galaxy SIII,21,need external storage new smart phones qny compatible device,9
exactly what it says and cheap,5.0,Five Stars,6,exactly says cheap,3
This chip is fast & solid.There really isn't too much to say about this kind of memory.  My most appealing aspect is the fact that it has a MUCH faster access speed than many other SD cards.,5.0,EXACTLY what you want in memory,37,chip fast solidthere really isnt much say kind memory appealing aspect fact much faster access speed many sd cards,19
"I am using the Fiio X5 and my current 64 GB SD card is full. My library is now bigger than 150 GB and this Sandisk 128 GB card had a price drop to $100 and with free shipping, it was a no-brainer to get it to accommodate all my music files. It worked as advertised and speed can be further improved but then I am limited by the read speed of my player X5. Overall, a good product with the big memory space which filled my needs. Recommended to buy again if there is a discounted price for this card. Else get 2 x 64 GB card, which is still cheaper than a 128 GB SD card.",5.0,Sufficient space for my ever growing music library,118,using fiio x current gb sd card full library bigger gb sandisk gb card price drop free shipping nobrainer get accommodate music files worked advertised speed improved limited read speed player x overall good product big memory space filled needs recommended buy discounted price card else get x gb card still cheaper gb sd card,55
"5 months ago I placed this in a Galaxy phone and instantly increased storage by 200 percent. Worked and still works perfectly, and I was able to move all my pics, videos, and e-books to it. freeing up internal storage for apps.  Recommended.",5.0,5 Months and No Problems,43,months ago placed galaxy phone instantly increased storage percent worked still works perfectly able move pics videos ebooks freeing internal storage apps recommended,23
This card works perfectly. All I had to do was format it and pop it into my galaxy s3. Now I use it to keep some movies and all of my music on my cell phone.,5.0,Works like a charm,36,card works perfectly format pop galaxy use keep movies music cell phone,12
"You won't be unhappy with a SanDisk card, they even back them with a lifetime warranty. I purchased this for a friend and she's very happy with it",5.0,Great price for an awesome card,28,wont unhappy sandisk card even back lifetime warranty purchased friend shes happy,12
"Best microSD card. SanDisk is a brand i trust for my SD and microSD card. Over the years, they have proven to be the most reliable and least expensive memory card sollution. I also bought the 64gb and you just can't beat the price or the quality.",5.0,Best microSD card,47,best microsd card sandisk brand trust sd microsd card years proven reliable least expensive memory card sollution also bought gb cant beat price quality,24
"I purchased this card for my Motorola Photon Q 4G LTE.  This is a well spect card and is nice and fast.  Installed with no problem.  If you looking for a higher end SD card for your phone or other applications and 32 gigs is what you need, you can't go wrong here.  Highly recommended.",5.0,Works well and is fast,55,purchased card motorola photon q g lte well spect card nice fast installed problem looking higher end sd card phone applications gigs need cant go wrong highly recommended,28
